Strain,enviro.x,OD.x,enviro.y,OD.y,MIC50
A20,2,1.5935122456567414,16,1.636625095108698,1
A20,2,1.5935122456567414,32,1.5631071619564465,1
A20,4,1.5370679364285016,0.5,1.506351005715896,1
A20,4,1.5370679364285016,1,1.4414868271552665,1
A20,4,1.5370679364285016,2,1.5935122456567414,1
A20,4,1.5370679364285016,4,1.5370679364285016,1
A20,4,1.5370679364285016,8,1.6363132480963873,1
A20,4,1.5370679364285016,16,1.636625095108698,1
A20,4,1.5370679364285016,32,1.5631071619564465,1
A20,8,1.6363132480963873,0.5,1.506351005715896,1
A20,8,1.6363132480963873,1,1.4414868271552665,1
A20,8,1.6363132480963873,2,1.5935122456567414,1
A20,8,1.6363132480963873,4,1.5370679364285016,1
A20,8,1.6363132480963873,8,1.6363132480963873,1
A20,8,1.6363132480963873,16,1.636625095108698,1
A20,8,1.6363132480963873,32,1.5631071619564465,1
A20,16,1.636625095108698,0.5,1.506351005715896,1
A20,16,1.636625095108698,1,1.4414868271552665,1
A20,16,1.636625095108698,2,1.5935122456567414,1
A20,16,1.636625095108698,4,1.5370679364285016,1
A20,16,1.636625095108698,8,1.6363132480963873,1
A20,16,1.636625095108698,16,1.636625095108698,1
A20,16,1.636625095108698,32,1.5631071619564465,1
A20,32,1.5631071619564465,0.5,1.506351005715896,1
A20,32,1.5631071619564465,1,1.4414868271552665,1
A20,32,1.5631071619564465,2,1.5935122456567414,1
A20,32,1.5631071619564465,4,1.5370679364285016,1
A20,32,1.5631071619564465,8,1.6363132480963873,1
A20,32,1.5631071619564465,16,1.636625095108698,1
A20,32,1.5631071619564465,32,1.5631071619564465,1
A21,0.5,1.457994147700902,0.5,1.457994147700902,1
A21,0.5,1.457994147700902,1,1.6729546364572039,1
A21,0.5,1.457994147700902,2,1.5126525307247787,1
A21,0.5,1.457994147700902,4,1.4997968790375629,1
A21,0.5,1.457994147700902,8,1.4914888048179336,1
A21,0.5,1.457994147700902,16,1.6161973715252105,1
A21,0.5,1.457994147700902,32,1.81961400978687,1
A21,1,1.6729546364572039,0.5,1.457994147700902,1
A21,1,1.6729546364572039,1,1.6729546364572039,1
A21,1,1.6729546364572039,2,1.5126525307247787,1
A21,1,1.6729546364572039,4,1.4997968790375629,1
A21,1,1.6729546364572039,8,1.4914888048179336,1
A21,1,1.6729546364572039,16,1.6161973715252105,1
A21,1,1.6729546364572039,32,1.81961400978687,1
A21,2,1.5126525307247787,0.5,1.457994147700902,1
A21,2,1.5126525307247787,1,1.6729546364572039,1
A21,2,1.5126525307247787,2,1.5126525307247787,1
A21,2,1.5126525307247787,4,1.4997968790375629,1
A21,2,1.5126525307247787,8,1.4914888048179336,1
A21,2,1.5126525307247787,16,1.6161973715252105,1
A21,2,1.5126525307247787,32,1.81961400978687,1
A21,4,1.4997968790375629,0.5,1.457994147700902,1
A21,4,1.4997968790375629,1,1.6729546364572039,1
A21,4,1.4997968790375629,2,1.5126525307247787,1
A21,4,1.4997968790375629,4,1.4997968790375629,1
A21,4,1.4997968790375629,8,1.4914888048179336,1
A21,4,1.4997968790375629,16,1.6161973715252105,1
A21,4,1.4997968790375629,32,1.81961400978687,1
A21,8,1.4914888048179336,0.5,1.457994147700902,1
A21,8,1.4914888048179336,1,1.6729546364572039,1
A21,8,1.4914888048179336,2,1.5126525307247787,1
A21,8,1.4914888048179336,4,1.4997968790375629,1
A21,8,1.4914888048179336,8,1.4914888048179336,1
A21,8,1.4914888048179336,16,1.6161973715252105,1
A21,8,1.4914888048179336,32,1.81961400978687,1
A21,16,1.6161973715252105,0.5,1.457994147700902,1
A21,16,1.6161973715252105,1,1.6729546364572039,1
A21,16,1.6161973715252105,2,1.5126525307247787,1
A21,16,1.6161973715252105,4,1.4997968790375629,1
A21,16,1.6161973715252105,8,1.4914888048179336,1
A21,16,1.6161973715252105,16,1.6161973715252105,1
A21,16,1.6161973715252105,32,1.81961400978687,1
A21,32,1.81961400978687,0.5,1.457994147700902,1
A21,32,1.81961400978687,1,1.6729546364572039,1
A21,32,1.81961400978687,2,1.5126525307247787,1
A21,32,1.81961400978687,4,1.4997968790375629,1
A21,32,1.81961400978687,8,1.4914888048179336,1
A21,32,1.81961400978687,16,1.6161973715252105,1
A21,32,1.81961400978687,32,1.81961400978687,1
A22,0.5,1.442226224817522,0.5,1.442226224817522,1
A22,0.5,1.442226224817522,1,1.7300799505658941,1
A22,0.5,1.442226224817522,2,1.6975748321574384,1
A22,0.5,1.442226224817522,4,1.6454472013239303,1
A22,0.5,1.442226224817522,8,1.6927971769582952,1
A22,0.5,1.442226224817522,16,1.5800957034213658,1
A22,0.5,1.442226224817522,32,1.5472493239272571,1
A22,1,1.7300799505658941,0.5,1.442226224817522,1
A22,1,1.7300799505658941,1,1.7300799505658941,1
A22,1,1.7300799505658941,2,1.6975748321574384,1
A22,1,1.7300799505658941,4,1.6454472013239303,1
A22,1,1.7300799505658941,8,1.6927971769582952,1
A22,1,1.7300799505658941,16,1.5800957034213658,1
A22,1,1.7300799505658941,32,1.5472493239272571,1
A22,2,1.6975748321574384,0.5,1.442226224817522,1
A22,2,1.6975748321574384,1,1.7300799505658941,1
A22,2,1.6975748321574384,2,1.6975748321574384,1
A22,2,1.6975748321574384,4,1.6454472013239303,1
A22,2,1.6975748321574384,8,1.6927971769582952,1
A22,2,1.6975748321574384,16,1.5800957034213658,1
A22,2,1.6975748321574384,32,1.5472493239272571,1
A22,4,1.6454472013239303,0.5,1.442226224817522,1
A22,4,1.6454472013239303,1,1.7300799505658941,1
A22,4,1.6454472013239303,2,1.6975748321574384,1
A22,4,1.6454472013239303,4,1.6454472013239303,1
A22,4,1.6454472013239303,8,1.6927971769582952,1
A22,4,1.6454472013239303,16,1.5800957034213658,1
A22,4,1.6454472013239303,32,1.5472493239272571,1
A22,8,1.6927971769582952,0.5,1.442226224817522,1
A22,8,1.6927971769582952,1,1.7300799505658941,1
A22,8,1.6927971769582952,2,1.6975748321574384,1
A22,8,1.6927971769582952,4,1.6454472013239303,1
A22,8,1.6927971769582952,8,1.6927971769582952,1
A22,8,1.6927971769582952,16,1.5800957034213658,1
A22,8,1.6927971769582952,32,1.5472493239272571,1
A22,16,1.5800957034213658,0.5,1.442226224817522,1
A22,16,1.5800957034213658,1,1.7300799505658941,1
A22,16,1.5800957034213658,2,1.6975748321574384,1
A22,16,1.5800957034213658,4,1.6454472013239303,1
A22,16,1.5800957034213658,8,1.6927971769582952,1
A22,16,1.5800957034213658,16,1.5800957034213658,1
A22,16,1.5800957034213658,32,1.5472493239272571,1
A22,32,1.5472493239272571,0.5,1.442226224817522,1
A22,32,1.5472493239272571,1,1.7300799505658941,1
A22,32,1.5472493239272571,2,1.6975748321574384,1
A22,32,1.5472493239272571,4,1.6454472013239303,1
A22,32,1.5472493239272571,8,1.6927971769582952,1
A22,32,1.5472493239272571,16,1.5800957034213658,1
A22,32,1.5472493239272571,32,1.5472493239272571,1
A23,0.5,1.4061637863093013,0.5,1.4061637863093013,>32
A23,0.5,1.4061637863093013,1,1.618832165350618,>32
A23,0.5,1.4061637863093013,2,1.7601469965957481,>32
A23,0.5,1.4061637863093013,4,1.7368265687794335,>32
A23,0.5,1.4061637863093013,8,1.6950586383621535,>32
A23,0.5,1.4061637863093013,16,1.5679449034588986,>32
A23,0.5,1.4061637863093013,32,1.4830863914944585,>32
A23,1,1.618832165350618,0.5,1.4061637863093013,>32
A23,1,1.618832165350618,1,1.618832165350618,>32
A23,1,1.618832165350618,2,1.7601469965957481,>32
A23,1,1.618832165350618,4,1.7368265687794335,>32
A23,1,1.618832165350618,8,1.6950586383621535,>32
A23,1,1.618832165350618,16,1.5679449034588986,>32
A23,1,1.618832165350618,32,1.4830863914944585,>32
A23,2,1.7601469965957481,0.5,1.4061637863093013,>32
A23,2,1.7601469965957481,1,1.618832165350618,>32
A23,2,1.7601469965957481,2,1.7601469965957481,>32
A23,2,1.7601469965957481,4,1.7368265687794335,>32
A23,2,1.7601469965957481,8,1.6950586383621535,>32
A23,2,1.7601469965957481,16,1.5679449034588986,>32
A23,2,1.7601469965957481,32,1.4830863914944585,>32
A23,4,1.7368265687794335,0.5,1.4061637863093013,>32
A23,4,1.7368265687794335,1,1.618832165350618,>32
A23,4,1.7368265687794335,2,1.7601469965957481,>32
A23,4,1.7368265687794335,4,1.7368265687794335,>32
A23,4,1.7368265687794335,8,1.6950586383621535,>32
A23,4,1.7368265687794335,16,1.5679449034588986,>32
A23,4,1.7368265687794335,32,1.4830863914944585,>32
A23,8,1.6950586383621535,0.5,1.4061637863093013,>32
A23,8,1.6950586383621535,1,1.618832165350618,>32
A23,8,1.6950586383621535,2,1.7601469965957481,>32
A23,8,1.6950586383621535,4,1.7368265687794335,>32
A23,8,1.6950586383621535,8,1.6950586383621535,>32
A23,8,1.6950586383621535,16,1.5679449034588986,>32
A23,8,1.6950586383621535,32,1.4830863914944585,>32
A23,16,1.5679449034588986,0.5,1.4061637863093013,>32
A23,16,1.5679449034588986,1,1.618832165350618,>32
A23,16,1.5679449034588986,2,1.7601469965957481,>32
A23,16,1.5679449034588986,4,1.7368265687794335,>32
A23,16,1.5679449034588986,8,1.6950586383621535,>32
A23,16,1.5679449034588986,16,1.5679449034588986,>32
A23,16,1.5679449034588986,32,1.4830863914944585,>32
A23,32,1.4830863914944585,0.5,1.4061637863093013,>32
A23,32,1.4830863914944585,1,1.618832165350618,>32
A23,32,1.4830863914944585,2,1.7601469965957481,>32
A23,32,1.4830863914944585,4,1.7368265687794335,>32
A23,32,1.4830863914944585,8,1.6950586383621535,>32
A23,32,1.4830863914944585,16,1.5679449034588986,>32
A23,32,1.4830863914944585,32,1.4830863914944585,>32
A24,0.5,1.3603388801077296,0.5,1.3603388801077296,1
A24,0.5,1.3603388801077296,1,1.6221987377986171,1
A24,0.5,1.3603388801077296,2,1.5343088757070542,1
A24,0.5,1.3603388801077296,4,1.6969483966947538,1
A24,0.5,1.3603388801077296,8,1.5581500827023482,1
A24,0.5,1.3603388801077296,16,1.4910327573987645,1
A24,0.5,1.3603388801077296,32,1.2669411484132933,1
A24,1,1.6221987377986171,0.5,1.3603388801077296,1
A24,1,1.6221987377986171,1,1.6221987377986171,1
A24,1,1.6221987377986171,2,1.5343088757070542,1
A24,1,1.6221987377986171,4,1.6969483966947538,1
A24,1,1.6221987377986171,8,1.5581500827023482,1
A24,1,1.6221987377986171,16,1.4910327573987645,1
A24,1,1.6221987377986171,32,1.2669411484132933,1
A24,2,1.5343088757070542,0.5,1.3603388801077296,1
A24,2,1.5343088757070542,1,1.6221987377986171,1
A24,2,1.5343088757070542,2,1.5343088757070542,1
A24,2,1.5343088757070542,4,1.6969483966947538,1
A24,2,1.5343088757070542,8,1.5581500827023482,1
A24,2,1.5343088757070542,16,1.4910327573987645,1
A24,2,1.5343088757070542,32,1.2669411484132933,1
A24,4,1.6969483966947538,0.5,1.3603388801077296,1
A24,4,1.6969483966947538,1,1.6221987377986171,1
A24,4,1.6969483966947538,2,1.5343088757070542,1
A24,4,1.6969483966947538,4,1.6969483966947538,1
A24,4,1.6969483966947538,8,1.5581500827023482,1
A24,4,1.6969483966947538,16,1.4910327573987645,1
A24,4,1.6969483966947538,32,1.2669411484132933,1
A24,8,1.5581500827023482,0.5,1.3603388801077296,1
A24,8,1.5581500827023482,1,1.6221987377986171,1
A24,8,1.5581500827023482,2,1.5343088757070542,1
A24,8,1.5581500827023482,4,1.6969483966947538,1
A24,8,1.5581500827023482,8,1.5581500827023482,1
A24,8,1.5581500827023482,16,1.4910327573987645,1
A24,8,1.5581500827023482,32,1.2669411484132933,1
A24,16,1.4910327573987645,0.5,1.3603388801077296,1
A24,16,1.4910327573987645,1,1.6221987377986171,1
A24,16,1.4910327573987645,2,1.5343088757070542,1
A24,16,1.4910327573987645,4,1.6969483966947538,1
A24,16,1.4910327573987645,8,1.5581500827023482,1
A24,16,1.4910327573987645,16,1.4910327573987645,1
A24,16,1.4910327573987645,32,1.2669411484132933,1
A24,32,1.2669411484132933,0.5,1.3603388801077296,1
A24,32,1.2669411484132933,1,1.6221987377986171,1
A24,32,1.2669411484132933,2,1.5343088757070542,1
A24,32,1.2669411484132933,4,1.6969483966947538,1
A24,32,1.2669411484132933,8,1.5581500827023482,1
A24,32,1.2669411484132933,16,1.4910327573987645,1
A24,32,1.2669411484132933,32,1.2669411484132933,1
A25,0.5,1.4265176726566036,0.5,1.4265176726566036,>32
A25,0.5,1.4265176726566036,1,1.5567343352099614,>32
A25,0.5,1.4265176726566036,2,1.6500972253425576,>32
A25,0.5,1.4265176726566036,4,1.6787834049565558,>32
A25,0.5,1.4265176726566036,8,1.5662963950812943,>32
A25,0.5,1.4265176726566036,16,1.4843548542394567,>32
A25,0.5,1.4265176726566036,32,1.3894646906551893,>32
A25,1,1.5567343352099614,0.5,1.4265176726566036,>32
A25,1,1.5567343352099614,1,1.5567343352099614,>32
A25,1,1.5567343352099614,2,1.6500972253425576,>32
A25,1,1.5567343352099614,4,1.6787834049565558,>32
A25,1,1.5567343352099614,8,1.5662963950812943,>32
A25,1,1.5567343352099614,16,1.4843548542394567,>32
A25,1,1.5567343352099614,32,1.3894646906551893,>32
A25,2,1.6500972253425576,0.5,1.4265176726566036,>32
A25,2,1.6500972253425576,1,1.5567343352099614,>32
A25,2,1.6500972253425576,2,1.6500972253425576,>32
A25,2,1.6500972253425576,4,1.6787834049565558,>32
A25,2,1.6500972253425576,8,1.5662963950812943,>32
A25,2,1.6500972253425576,16,1.4843548542394567,>32
A25,2,1.6500972253425576,32,1.3894646906551893,>32
A25,4,1.6787834049565558,0.5,1.4265176726566036,>32
A25,4,1.6787834049565558,1,1.5567343352099614,>32
A25,4,1.6787834049565558,2,1.6500972253425576,>32
A25,4,1.6787834049565558,4,1.6787834049565558,>32
A25,4,1.6787834049565558,8,1.5662963950812943,>32
A25,4,1.6787834049565558,16,1.4843548542394567,>32
A25,4,1.6787834049565558,32,1.3894646906551893,>32
A25,8,1.5662963950812943,0.5,1.4265176726566036,>32
A25,8,1.5662963950812943,1,1.5567343352099614,>32
A25,8,1.5662963950812943,2,1.6500972253425576,>32
A25,8,1.5662963950812943,4,1.6787834049565558,>32
A25,8,1.5662963950812943,8,1.5662963950812943,>32
A25,8,1.5662963950812943,16,1.4843548542394567,>32
A25,8,1.5662963950812943,32,1.3894646906551893,>32
A25,16,1.4843548542394567,0.5,1.4265176726566036,>32
A25,16,1.4843548542394567,1,1.5567343352099614,>32
A25,16,1.4843548542394567,2,1.6500972253425576,>32
A25,16,1.4843548542394567,4,1.6787834049565558,>32
A25,16,1.4843548542394567,8,1.5662963950812943,>32
A25,16,1.4843548542394567,16,1.4843548542394567,>32
A25,16,1.4843548542394567,32,1.3894646906551893,>32
A25,32,1.3894646906551893,0.5,1.4265176726566036,>32
A25,32,1.3894646906551893,1,1.5567343352099614,>32
A25,32,1.3894646906551893,2,1.6500972253425576,>32
A25,32,1.3894646906551893,4,1.6787834049565558,>32
A25,32,1.3894646906551893,8,1.5662963950812943,>32
A25,32,1.3894646906551893,16,1.4843548542394567,>32
A25,32,1.3894646906551893,32,1.3894646906551893,>32
A26,0.5,1.033068672902378,0.5,1.033068672902378,1
A26,0.5,1.033068672902378,1,1.0701954991390292,1
A26,0.5,1.033068672902378,2,1.1382613472395569,1
A26,0.5,1.033068672902378,4,1.1578350141330294,1
A26,0.5,1.033068672902378,8,1.184227894008744,1
A26,0.5,1.033068672902378,16,1.201275926464349,1
A26,0.5,1.033068672902378,32,1.3569812895588769,1
A26,1,1.0701954991390292,0.5,1.033068672902378,1
A26,1,1.0701954991390292,1,1.0701954991390292,1
A26,1,1.0701954991390292,2,1.1382613472395569,1
A26,1,1.0701954991390292,4,1.1578350141330294,1
A26,1,1.0701954991390292,8,1.184227894008744,1
A26,1,1.0701954991390292,16,1.201275926464349,1
A26,1,1.0701954991390292,32,1.3569812895588769,1
A26,2,1.1382613472395569,0.5,1.033068672902378,1
A26,2,1.1382613472395569,1,1.0701954991390292,1
A26,2,1.1382613472395569,2,1.1382613472395569,1
A26,2,1.1382613472395569,4,1.1578350141330294,1
A26,2,1.1382613472395569,8,1.184227894008744,1
A26,2,1.1382613472395569,16,1.201275926464349,1
A26,2,1.1382613472395569,32,1.3569812895588769,1
A26,4,1.1578350141330294,0.5,1.033068672902378,1
A26,4,1.1578350141330294,1,1.0701954991390292,1
A26,4,1.1578350141330294,2,1.1382613472395569,1
A26,4,1.1578350141330294,4,1.1578350141330294,1
A26,4,1.1578350141330294,8,1.184227894008744,1
A26,4,1.1578350141330294,16,1.201275926464349,1
A26,4,1.1578350141330294,32,1.3569812895588769,1
A26,8,1.184227894008744,0.5,1.033068672902378,1
A26,8,1.184227894008744,1,1.0701954991390292,1
A26,8,1.184227894008744,2,1.1382613472395569,1
A26,8,1.184227894008744,4,1.1578350141330294,1
A26,8,1.184227894008744,8,1.184227894008744,1
A26,8,1.184227894008744,16,1.201275926464349,1
A26,8,1.184227894008744,32,1.3569812895588769,1
A26,16,1.201275926464349,0.5,1.033068672902378,1
A26,16,1.201275926464349,1,1.0701954991390292,1
A26,16,1.201275926464349,2,1.1382613472395569,1
A26,16,1.201275926464349,4,1.1578350141330294,1
A26,16,1.201275926464349,8,1.184227894008744,1
A26,16,1.201275926464349,16,1.201275926464349,1
A26,16,1.201275926464349,32,1.3569812895588769,1
A26,32,1.3569812895588769,0.5,1.033068672902378,1
A26,32,1.3569812895588769,1,1.0701954991390292,1
A26,32,1.3569812895588769,2,1.1382613472395569,1
A26,32,1.3569812895588769,4,1.1578350141330294,1
A26,32,1.3569812895588769,8,1.184227894008744,1
A26,32,1.3569812895588769,16,1.201275926464349,1
A26,32,1.3569812895588769,32,1.3569812895588769,1
A27,0.5,1.7714001028175024,0.5,1.7714001028175024,1
A27,0.5,1.7714001028175024,1,1.9050578913177791,1
A27,0.5,1.7714001028175024,2,1.7440847045436547,1
A27,0.5,1.7714001028175024,4,1.4525814466288542,1
A27,0.5,1.7714001028175024,8,1.777238508555424,1
A27,0.5,1.7714001028175024,16,1.5988543618128548,1
A27,0.5,1.7714001028175024,32,1.447889870589453,1
A27,1,1.9050578913177791,0.5,1.7714001028175024,1
A27,1,1.9050578913177791,1,1.9050578913177791,1
A27,1,1.9050578913177791,2,1.7440847045436547,1
A27,1,1.9050578913177791,4,1.4525814466288542,1
A27,1,1.9050578913177791,8,1.777238508555424,1
A27,1,1.9050578913177791,16,1.5988543618128548,1
A27,1,1.9050578913177791,32,1.447889870589453,1
A27,2,1.7440847045436547,0.5,1.7714001028175024,1
A27,2,1.7440847045436547,1,1.9050578913177791,1
A27,2,1.7440847045436547,2,1.7440847045436547,1
A27,2,1.7440847045436547,4,1.4525814466288542,1
A27,2,1.7440847045436547,8,1.777238508555424,1
A27,2,1.7440847045436547,16,1.5988543618128548,1
A27,2,1.7440847045436547,32,1.447889870589453,1
A27,4,1.4525814466288542,0.5,1.7714001028175024,1
A27,4,1.4525814466288542,1,1.9050578913177791,1
A27,4,1.4525814466288542,2,1.7440847045436547,1
A27,4,1.4525814466288542,4,1.4525814466288542,1
A27,4,1.4525814466288542,8,1.777238508555424,1
A27,4,1.4525814466288542,16,1.5988543618128548,1
A27,4,1.4525814466288542,32,1.447889870589453,1
A27,8,1.777238508555424,0.5,1.7714001028175024,1
A27,8,1.777238508555424,1,1.9050578913177791,1
A27,8,1.777238508555424,2,1.7440847045436547,1
A27,8,1.777238508555424,4,1.4525814466288542,1
A27,8,1.777238508555424,8,1.777238508555424,1
A27,8,1.777238508555424,16,1.5988543618128548,1
A27,8,1.777238508555424,32,1.447889870589453,1
A27,16,1.5988543618128548,0.5,1.7714001028175024,1
A27,16,1.5988543618128548,1,1.9050578913177791,1
A27,16,1.5988543618128548,2,1.7440847045436547,1
A27,16,1.5988543618128548,4,1.4525814466288542,1
A27,16,1.5988543618128548,8,1.777238508555424,1
A27,16,1.5988543618128548,16,1.5988543618128548,1
A27,16,1.5988543618128548,32,1.447889870589453,1
A27,32,1.447889870589453,0.5,1.7714001028175024,1
A27,32,1.447889870589453,1,1.9050578913177791,1
A27,32,1.447889870589453,2,1.7440847045436547,1
A27,32,1.447889870589453,4,1.4525814466288542,1
A27,32,1.447889870589453,8,1.777238508555424,1
A27,32,1.447889870589453,16,1.5988543618128548,1
A27,32,1.447889870589453,32,1.447889870589453,1
A28,0.5,1.361640341506375,0.5,1.361640341506375,1
A28,0.5,1.361640341506375,1,1.5018923175682835,1
A28,0.5,1.361640341506375,2,1.6265769820610487,1
A28,0.5,1.361640341506375,4,1.6507684380675582,1
A28,0.5,1.361640341506375,8,1.6322776877060872,1
A28,0.5,1.361640341506375,16,1.4511706545214025,1
A28,0.5,1.361640341506375,32,1.348704124850326,1
A28,1,1.5018923175682835,0.5,1.361640341506375,1
A28,1,1.5018923175682835,1,1.5018923175682835,1
A28,1,1.5018923175682835,2,1.6265769820610487,1
A28,1,1.5018923175682835,4,1.6507684380675582,1
A28,1,1.5018923175682835,8,1.6322776877060872,1
A28,1,1.5018923175682835,16,1.4511706545214025,1
A28,1,1.5018923175682835,32,1.348704124850326,1
A28,2,1.6265769820610487,0.5,1.361640341506375,1
A28,2,1.6265769820610487,1,1.5018923175682835,1
A28,2,1.6265769820610487,2,1.6265769820610487,1
A28,2,1.6265769820610487,4,1.6507684380675582,1
A28,2,1.6265769820610487,8,1.6322776877060872,1
A28,2,1.6265769820610487,16,1.4511706545214025,1
A28,2,1.6265769820610487,32,1.348704124850326,1
A28,4,1.6507684380675582,0.5,1.361640341506375,1
A28,4,1.6507684380675582,1,1.5018923175682835,1
A28,4,1.6507684380675582,2,1.6265769820610487,1
A28,4,1.6507684380675582,4,1.6507684380675582,1
A28,4,1.6507684380675582,8,1.6322776877060872,1
A28,4,1.6507684380675582,16,1.4511706545214025,1
A28,4,1.6507684380675582,32,1.348704124850326,1
A28,8,1.6322776877060872,0.5,1.361640341506375,1
A28,8,1.6322776877060872,1,1.5018923175682835,1
A28,8,1.6322776877060872,2,1.6265769820610487,1
A28,8,1.6322776877060872,4,1.6507684380675582,1
A28,8,1.6322776877060872,8,1.6322776877060872,1
A28,8,1.6322776877060872,16,1.4511706545214025,1
A28,8,1.6322776877060872,32,1.348704124850326,1
A28,16,1.4511706545214025,0.5,1.361640341506375,1
A28,16,1.4511706545214025,1,1.5018923175682835,1
A28,16,1.4511706545214025,2,1.6265769820610487,1
A28,16,1.4511706545214025,4,1.6507684380675582,1
A28,16,1.4511706545214025,8,1.6322776877060872,1
A28,16,1.4511706545214025,16,1.4511706545214025,1
A28,16,1.4511706545214025,32,1.348704124850326,1
A28,32,1.348704124850326,0.5,1.361640341506375,1
A28,32,1.348704124850326,1,1.5018923175682835,1
A28,32,1.348704124850326,2,1.6265769820610487,1
A28,32,1.348704124850326,4,1.6507684380675582,1
A28,32,1.348704124850326,8,1.6322776877060872,1
A28,32,1.348704124850326,16,1.4511706545214025,1
A28,32,1.348704124850326,32,1.348704124850326,1
A29,0.5,1.3204166225187655,0.5,1.3204166225187655,1
A29,0.5,1.3204166225187655,1,1.3183839465613643,1
A29,0.5,1.3204166225187655,2,1.4121048273115597,1
A29,0.5,1.3204166225187655,4,1.478965347196091,1
A29,0.5,1.3204166225187655,8,1.5307259885399251,1
A29,0.5,1.3204166225187655,16,1.3461880498358219,1
A29,0.5,1.3204166225187655,32,1.4026674032236237,1
A29,1,1.3183839465613643,0.5,1.3204166225187655,1
A29,1,1.3183839465613643,1,1.3183839465613643,1
A29,1,1.3183839465613643,2,1.4121048273115597,1
A29,1,1.3183839465613643,4,1.478965347196091,1
A29,1,1.3183839465613643,8,1.5307259885399251,1
A29,1,1.3183839465613643,16,1.3461880498358219,1
A29,1,1.3183839465613643,32,1.4026674032236237,1
A29,2,1.4121048273115597,0.5,1.3204166225187655,1
A29,2,1.4121048273115597,1,1.3183839465613643,1
A29,2,1.4121048273115597,2,1.4121048273115597,1
A29,2,1.4121048273115597,4,1.478965347196091,1
A29,2,1.4121048273115597,8,1.5307259885399251,1
A29,2,1.4121048273115597,16,1.3461880498358219,1
A29,2,1.4121048273115597,32,1.4026674032236237,1
A29,4,1.478965347196091,0.5,1.3204166225187655,1
A29,4,1.478965347196091,1,1.3183839465613643,1
A29,4,1.478965347196091,2,1.4121048273115597,1
A29,4,1.478965347196091,4,1.478965347196091,1
A29,4,1.478965347196091,8,1.5307259885399251,1
A29,4,1.478965347196091,16,1.3461880498358219,1
A29,4,1.478965347196091,32,1.4026674032236237,1
A29,8,1.5307259885399251,0.5,1.3204166225187655,1
A29,8,1.5307259885399251,1,1.3183839465613643,1
A29,8,1.5307259885399251,2,1.4121048273115597,1
A29,8,1.5307259885399251,4,1.478965347196091,1
A29,8,1.5307259885399251,8,1.5307259885399251,1
A29,8,1.5307259885399251,16,1.3461880498358219,1
A29,8,1.5307259885399251,32,1.4026674032236237,1
A29,16,1.3461880498358219,0.5,1.3204166225187655,1
A29,16,1.3461880498358219,1,1.3183839465613643,1
A29,16,1.3461880498358219,2,1.4121048273115597,1
A29,16,1.3461880498358219,4,1.478965347196091,1
A29,16,1.3461880498358219,8,1.5307259885399251,1
A29,16,1.3461880498358219,16,1.3461880498358219,1
A29,16,1.3461880498358219,32,1.4026674032236237,1
A29,32,1.4026674032236237,0.5,1.3204166225187655,1
A29,32,1.4026674032236237,1,1.3183839465613643,1
A29,32,1.4026674032236237,2,1.4121048273115597,1
A29,32,1.4026674032236237,4,1.478965347196091,1
A29,32,1.4026674032236237,8,1.5307259885399251,1
A29,32,1.4026674032236237,16,1.3461880498358219,1
A29,32,1.4026674032236237,32,1.4026674032236237,1
A30,0.5,1.5254480630312668,0.5,1.5254480630312668,1
A30,0.5,1.5254480630312668,1,1.557080950364568,1
A30,0.5,1.5254480630312668,2,1.5880847745974906,1
A30,0.5,1.5254480630312668,4,1.6448801859459172,1
A30,0.5,1.5254480630312668,8,1.6791191918379278,1
A30,0.5,1.5254480630312668,16,1.5995876427186908,1
A30,0.5,1.5254480630312668,32,1.6388591534137265,1
A30,1,1.557080950364568,0.5,1.5254480630312668,1
A30,1,1.557080950364568,1,1.557080950364568,1
A30,1,1.557080950364568,2,1.5880847745974906,1
A30,1,1.557080950364568,4,1.6448801859459172,1
A30,1,1.557080950364568,8,1.6791191918379278,1
A30,1,1.557080950364568,16,1.5995876427186908,1
A30,1,1.557080950364568,32,1.6388591534137265,1
A30,2,1.5880847745974906,0.5,1.5254480630312668,1
A30,2,1.5880847745974906,1,1.557080950364568,1
A30,2,1.5880847745974906,2,1.5880847745974906,1
A30,2,1.5880847745974906,4,1.6448801859459172,1
A30,2,1.5880847745974906,8,1.6791191918379278,1
A30,2,1.5880847745974906,16,1.5995876427186908,1
A30,2,1.5880847745974906,32,1.6388591534137265,1
A30,4,1.6448801859459172,0.5,1.5254480630312668,1
A30,4,1.6448801859459172,1,1.557080950364568,1
A30,4,1.6448801859459172,2,1.5880847745974906,1
A30,4,1.6448801859459172,4,1.6448801859459172,1
A30,4,1.6448801859459172,8,1.6791191918379278,1
A30,4,1.6448801859459172,16,1.5995876427186908,1
A30,4,1.6448801859459172,32,1.6388591534137265,1
A30,8,1.6791191918379278,0.5,1.5254480630312668,1
A30,8,1.6791191918379278,1,1.557080950364568,1
A30,8,1.6791191918379278,2,1.5880847745974906,1
A30,8,1.6791191918379278,4,1.6448801859459172,1
A30,8,1.6791191918379278,8,1.6791191918379278,1
A30,8,1.6791191918379278,16,1.5995876427186908,1
A30,8,1.6791191918379278,32,1.6388591534137265,1
A30,16,1.5995876427186908,0.5,1.5254480630312668,1
A30,16,1.5995876427186908,1,1.557080950364568,1
A30,16,1.5995876427186908,2,1.5880847745974906,1
A30,16,1.5995876427186908,4,1.6448801859459172,1
